formula,defectid,site,Eb_sum,Vr_max,Eg,Ev,Ehull
O4Sr2Ti1,0290206,1,10.386362394291059,-1.9122077365342869,2.0899,5.5107,0.0
O4Sr2Ti1,0290206,2,8.760129677407384,-1.9122077365342869,2.0899,5.3384,0.0
Nb2O7Sr2,0290243,1,12.730620886174972,-1.6041816447738562,2.6865,5.731,0.0
Nb2O7Sr2,0290243,2,9.894587427917843,-1.6041816447738562,2.6865,5.4724,0.0
Nb2O7Sr2,0290243,3,8.531701025006196,-1.6041816447738562,2.6865,5.5227,0.0
Nb2O7Sr2,0290243,4,12.035273372241647,-1.6041816447738562,2.6865,5.8478,0.0
Nb2O7Sr2,0290243,5,11.325511780288194,-1.6041816447738562,2.6865,5.6802,0.0
Nb2O7Sr2,0290243,6,11.20521468084939,-1.6041816447738562,2.6865,5.6932,0.0
Nb2O7Sr2,0290243,7,7.922803306262604,-1.6041816447738562,2.6865,5.2334,0.0
Nb2O7Sr2,0290243,8,12.791445148776551,-1.6041816447738562,2.6865,5.7292,0.0
Nb2O7Sr2,0290243,9,10.033670196336804,-1.6041816447738562,2.6865,5.4793,0.0
Nb2O7Sr2,0290243,10,8.281749209706046,-1.6041816447738562,2.6865,5.5471,0.0
Nb2O7Sr2,0290243,11,12.220602404089021,-1.6041816447738562,2.6865,5.8118,0.0
Nb2O7Sr2,0290243,12,11.227037308402927,-1.6041816447738562,2.6865,5.5958,0.0
Nb2O7Sr2,0290243,13,11.116616092645586,-1.6041816447738562,2.6865,5.6843,0.0
Nb2O7Sr2,0290243,14,8.289488830409413,-1.6041816447738562,2.6865,5.7709,0.0
O3Y2,0290296,1,11.90987931485427,-3.290655589970924,3.7932,6.5735,0.0
Co1La2O4,icsd16404,1,10.512690768740029,-1.2318970816502175,2.2134,4.9685,0.0
Co1La2O4,icsd16404,2,11.231339851865744,-1.2318970816502175,2.2134,5.9606,0.0
Ba1La2O4,icsd427481,1,11.118024708013825,-2.8403280769497066,3.2494,6.5252,0.0
Ba1La2O4,icsd427481,2,11.687965748135731,-2.8403280769497066,3.2494,6.4588,0.0
Ba1La2O4,icsd427481,3,10.80228174251019,-2.8403280769497066,3.2494,6.6203,0.0
Ba1La2O4,icsd427481,4,11.522919971675972,-2.8403280769497066,3.2494,6.5091,0.0
Ba1Ce2O4,icsd427482,1,11.064927983096641,-2.8403280769497066,0.71,6.8914,0.0
Ba1Ce2O4,icsd427482,2,11.59616389511021,-2.8403280769497066,0.71,6.5518,0.0
Ba1Ce2O4,icsd427482,3,10.770922045315455,-2.8403280769497066,0.71,6.6828,0.0
Ba1Ce2O4,icsd427482,4,11.450548102113771,-2.8403280769497066,0.71,6.5635,0.0
